appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
71230,Crazy Taxi,2011-03-04,1,SEGA,SEGA,windows,0,Single-player;Partial Controller Support,Action;Racing,Racing;Action;Arcade,12,1240,273,17,22,200000-500000,5.59
71240,SEGA Bass Fishing,2011-03-04,1,SEGA,SEGA,windows,0,Single-player;Partial Controller Support,Simulation;Sports,Simulation;Sports;Fishing,12,325,62,6,8,200000-500000,5.59
71260,Space Channel 5: Part 2,2011-03-04,1,SEGA,SEGA,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action,Rhythm;Action;Female Protagonist,12,687,89,0,0,100000-200000,5.59
71340,Sonic Generations Collection,2011-11-03,1,Devil's Details,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action,Platformer;Great Soundtrack;Action,49,6921,589,165,169,500000-1000000,0
99300,Renegade Ops,2011-10-26,1,Avalanche Studios,SEGA,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Twin Stick Shooter;Top-Down,16,1773,297,18,28,500000-1000000,9.99
203650,Sonic the Hedgehog 4 - Episode II,2012-05-14,1,SEGA,SEGA,windows,0,Single-player;Partial Controller Support,Adventure,Adventure;Platformer;Co-op,12,663,206,577,1121,200000-500000,5.99
203750,Binary Domain,2012-04-26,1,Devil's Details,SEGA,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Third-Person Shooter;Sci-fi,49,4416,742,639,1242,500000-1000000,9.99
205230,Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,1,Arkedo,SEGA,windows,12,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Platformer;Action;2D,12,2712,434,188,146,1000000-2000000,9.99
205950,Jet Set Radio,2012-09-19,1,Blit Software,SEGA,windows,0,Single-player;Full controller support,Action,Great Soundtrack;Classic;Action,30,3398,631,207,136,1000000-2000000,5.59
208140,Endless Space® - Collection,2012-07-04,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;4X;Space,93,5708,1417,1102,352,1000000-2000000,0
211160,Viking: Battle for Asgard,2012-10-17,1,"Creative Assembly, PC Port - Hardlight",SEGA,windows,18,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure,Action;Adventure;Hack and Slash,50,856,1013,43,24,1000000-2000000,9.99
213610,Sonic Adventure 2,2012-11-19,1,SEGA,SEGA,windows,0,Single-player;Multi-player;Partial Controller Support,Action,Action;Platformer;Great Soundtrack,15,4676,913,805,1188,500000-1000000,5.99
214950,Total War™: ROME II - Emperor Edition,2013-09-02,1,CREATIVE ASSEMBLY,SEGA,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Turn-Based Strategy;Historical,188,31864,13423,5760,1287,2000000-5000000,29.99
215690,Zeno Clash 2,2013-04-30,1,ACE Team,SEGA,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Surreal,19,764,256,156,190,200000-500000,10.99
219950,NiGHTS Into Dreams,2012-12-17,1,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure,Adventure;Classic;Great Soundtrack,13,553,79,9,16,200000-500000,5.59
228200,Company of Heroes,2006-09-11,1,Relic Entertainment,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;World War II;RTS,0,2526,287,1475,465,500000-1000000,0
246580,The Typing of The Dead: Overkill,2013-10-29,1,Modern Dream,SEGA,windows,18,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Typing;On-Rails Shooter;Zombies,33,2280,347,175,185,200000-500000,14.99
249050,Dungeon of the Endless™,2014-10-27,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG;Strategy,Rogue-like;Strategy;Tower Defense,33,7423,1046,648,295,500000-1000000,8.99
255070,Abyss Odyssey,2014-07-15,1,ACE Team,SEGA,windows,16,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Platformer;Indie,17,1349,816,173,256,200000-500000,10.99
258910,Citizens of Earth,2015-01-20,1,Eden Industries,SEGA,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;Comedy;Turn-Based,50,241,69,529,579,100000-200000,9.99
261510,Tesla Effect: A Tex Murphy Adventure,2014-05-08,1,Big Finish Games,SEGA,windows;mac,0,Single-player,Adventure;Indie,Adventure;FMV;Detective,0,865,121,82,82,200000-500000,14.99
262470,Rollers of the Realm,2014-11-18,1,Phantom Compass,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Pinball;RPG;Puzzle,32,442,48,172,172,100000-200000,6.99
275610,"Warhammer 40,000: Kill Team",2014-05-22,1,Nomad Games,SEGA,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Warhammer 40K;Local Co-Op,12,466,389,0,0,50000-100000,6.99
289130,Endless Legend™,2014-09-18,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,RPG;Strategy,Strategy;Turn-Based;4X,139,10015,2107,1045,727,1000000-2000000,22.99
294860,Valkyria Chronicles™,2014-11-11,1,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG;Strategy,Anime;Strategy;Turn-Based,20,8862,838,892,1068,500000-1000000,14.99
300080,Total War Battles: KINGDOM,2015-04-09,1,CREATIVE ASSEMBLY,SEGA,windows;mac,0,Single-player;Multi-player,Free to Play;Strategy,Strategy;Free to Play;Medieval,0,1692,1646,177,334,500000-1000000,0
301120,Eastside Hockey Manager,2015-12-01,1,Sports Interactive,SEGA,windows,0,Single-player;Multi-player;Steam Workshop,Simulation;Sports,Hockey;Sports;Simulation,0,723,137,42,42,100000-200000,14.99
325610,Total War: ATTILA,2015-02-17,1,CREATIVE ASSEMBLY,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;War,118,12297,4469,2147,2926,1000000-2000000,29.99
329440,Sonic Lost World,2015-11-02,1,Sonic Team,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Adventure,Adventure;Platformer;3D Platformer,100,1000,612,11,11,100000-200000,19.99
341870,TEMBO THE BADASS ELEPHANT,2015-07-21,1,Game Freak,SEGA,windows,12,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Adventure;Action;Platformer,15,325,110,0,0,20000-50000,9.99
345240,SHOGUN: Total War™ - Collection,2015-06-25,1,CREATIVE ASSEMBLY,SEGA,windows,0,Single-player;Multi-player,Action;Strategy,Strategy;Action;Historical,0,204,55,0,0,50000-100000,6.99
345260,Medieval: Total War™ - Collection,2015-06-25,1,CREATIVE ASSEMBLY,SEGA,windows,0,Single-player;Multi-player,Action;Strategy,Strategy;Action;Medieval,0,437,216,103,185,100000-200000,6.99
353700,The Deadly Tower of Monsters,2016-01-19,1,ACE Team,SEGA,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,25,912,122,290,329,50000-100000,10.99
392110,Endless Space® 2,2017-05-18,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Space;Sci-fi,106,8161,1986,1278,1588,500000-1000000,34.99
415200,Motorsport Manager,2016-11-09,1,Playsport Games,SEGA,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Racing;Simulation;Sports;Strategy,Management;Racing;Simulation,73,4278,488,4289,4289,200000-500000,24.99
434460,Rock of Ages 2: Bigger & Boulder™,2017-08-28,1,ACE Team,SEGA,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Strategy,Strategy;Action;Comedy,21,1423,348,190,276,100000-200000,10.99
460790,Bayonetta,2017-04-11,1,PlatinumGames,SEGA,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Female Protagonist;Hack and Slash,50,8866,843,232,180,500000-1000000,14.99
460810,Vanquish,2017-05-25,1,PlatinumGames;Little Stone Software,SEGA,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Sci-fi;Third-Person Shooter,50,2360,327,490,510,200000-500000,14.99
472770,HELP: THE GAME,2016-07-26,1,Sports Interactive;Creative Assembly;Rovio;Torn Banner;Team 17;Sumo Digital;Bossa;Curve Digital;Hardlight;Spilt Milk Studios Ltd;Modern Dream,SEGA,windows,0,Single-player;Multi-player;Partial Controller Support,Indie,Indie,0,10,0,0,0,0-20000,9.99
477010,10 Minute Tower,2016-07-26,1,Team17 Digital Ltd,SEGA,windows,0,Single-player;Full controller support,Indie,Indie,0,1,2,0,0,0-20000,9.99
481950,Emily: Displaced,2016-07-26,1,Bossa Studios,SEGA,windows;mac,0,Single-player,Adventure;Indie,Adventure;Indie;Visual Novel,0,5,0,0,0,0-20000,9.99
489810,BlockAid,2016-07-26,1,SEGA Hardlight™,SEGA,windows;mac,0,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie,0,4,1,0,0,0-20000,9.99
492560,Malkia,2016-07-26,1,Sports interactive,SEGA,windows,0,Single-player,Indie,Indie,0,1,0,0,0,0-20000,9.99
494000,Anthelion,2016-07-26,1,Rovio,SEGA,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action,Action,0,3,2,0,0,0-20000,9.99
494020,Splash Bash,2016-07-26,1,Rovio,SEGA,windows,0,Multi-player;Local Multi-Player;Full controller support,Indie,Indie,0,0,1,0,0,0-20000,9.99
494790,Captain Curve's Intergalactic Space Adventure,2016-07-26,1,CDP,SEGA,windows,0,Single-player,Indie,Indie,0,1,0,0,0,0-20000,9.99
535930,Two Point Hospital,2018-08-29,1,Two Point Studios,SEGA,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation,Simulation;Management;Building,31,6432,1264,1617,1760,200000-500000,24.99
546050,Puyo Puyo™Tetris®,2018-02-27,1,Sonic Team;Bitbaboon,SEGA,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual,Puzzle;Casual;Competitive,42,1610,379,231,231,200000-500000,14.99
584400,Sonic Mania,2017-08-29,1,Christian Whitehead;Headcannon;PagodaWest Games,SEGA,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,Great Soundtrack;2D;Platformer,18,8669,984,44,44,100000-200000,14.99
624090,Football Manager 2018,2017-11-09,1,Sports Interactive,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation;Management,77,4399,2466,19379,23360,1000000-2000000,37.99
624120,Football Manager Touch 2018,2017-11-09,1,Sports Interactive,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation;Soccer,103,75,54,1178,1178,20000-50000,21.99
637100,Sonic Forces,2017-11-07,1,Sonic Team;Hardlight,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Great Soundtrack;Adventure;Character Customization,48,2156,1045,0,0,100000-200000,34.99
638970,Yakuza 0,2018-08-01,1,SEGA,SEGA,windows,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,Action;Story Rich;Beat 'em up,55,9023,1343,1255,1586,200000-500000,14.99
758330,Shenmue I & II,2018-08-21,1,D3T,SEGA,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,Adventure;Open World;Action,55,732,65,105,105,20000-50000,24.99
790820,Valkyria Chronicles 4,2018-09-25,1,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;RPG;Strategy,Strategy;RPG;Anime,36,1407,197,0,0,50000-100000,49.99
809890,Shining Resonance Refrain,2018-07-09,1,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;RPG,RPG;Adventure;Anime,47,255,78,0,0,0-20000,44.99
834530,Yakuza Kiwami,2019-02-19,1,SEGA,SEGA,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,Action;Adventure;RPG,55,1449,116,1225,1225,50000-100000,14.99
872790,Football Manager 2019,2018-11-02,1,Sports Interactive,SEGA,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Simulation;Sports;Management,77,2963,1004,3865,4453,200000-500000,37.99
872820,Football Manager 2019 Touch,2018-11-01,1,Sports Interactive,SEGA,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation;Football,102,66,38,0,0,20000-50000,21.99
884830,Football Manager 2019: The Hashtag United Challenge,2018-12-21,1,Sports Interactive,SEGA,windows;mac,0,Single-player,Simulation;Sports,Sports;Simulation,0,13,7,0,0,0-20000,0
893180,Catherine Classic,2019-01-10,1,ATLUS,SEGA,windows,18,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure,Sexual Content;Nudity;Anime,50,1073,187,355,355,20000-50000,14.99
949060,Love Thyself - A Horatio Story,2019-04-01,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Steam Achievements;Captions available,Casual;Indie,Indie;Casual;Visual Novel,8,81,1,0,0,0-20000,0
234630,Project CARS,2015-03-15,1,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Driving,45,8618,2720,232,282,1000000-2000000,23.39
429180,Project CARS - Pagani Edition,2016-10-28,1,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Multiplayer,0,598,402,15906,48,200000-500000,0
252690,Fantasy Grounds,2014-05-09,1,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",windows;mac,0,Multi-player;Co-op;Cross-Platform Multiplayer,Indie;RPG;Strategy,RPG;Strategy;Software,0,377,100,43074,86148,20000-50000,29.99
383670,Deadlands Noir - That Old Time Religion,2015-07-03,1,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Visual Novel,14,26,9,0,0,0-20000,1.69
6870,Battlestations: Midway,2007-03-15,1,Eidos Interactive,Square Enix,windows,0,Single-player,Action,Action;World War II;Naval,0,316,113,0,0,200000-500000,4.99
6880,Just Cause,2007-03-15,1,Avalanche Studios,Square Enix,windows,16,Single-player,Action,Action;Open World;Shooter,0,1732,846,20,25,1000000-2000000,4.99
6910,Deus Ex: Game of the Year Edition,2007-03-29,1,Ion Storm,Square Enix,windows,16,Single-player;Multi-player,Action,Cyberpunk;RPG;Stealth,0,6242,347,324,245,1000000-2000000,4.99
6920,Deus Ex: Invisible War,2007-03-29,1,Ion Storm,Square Enix,windows,16,Single-player,Action,Cyberpunk;Action;FPS,0,649,433,24,31,500000-1000000,4.99
6980,Thief: Deadly Shadows,2007-03-29,1,Ion Storm,Square Enix,windows,0,Single-player,Action,Stealth;Atmospheric;Action,0,1135,210,254,368,500000-1000000,6.99
7000,Tomb Raider: Legend,2007-03-29,1,Crystal Dynamics,Square Enix,windows,16,Single-player;Partial Controller Support,Action;Adventure,Adventure;Action;Female Protagonist,0,1656,243,714,725,500000-1000000,4.99
7010,Project: Snowblind,2007-03-29,1,Crystal Dynamics,Square Enix,windows,0,Single-player;Multi-player,Action,Action;FPS;Cyberpunk,0,175,61,0,0,50000-100000,3.99
8080,Kane and Lynch: Dead Men™,2007-12-13,1,IO Interactive,Square Enix,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action,Action;Third-Person Shooter;Crime,0,1223,724,209,209,200000-500000,4.99
8100,Conflict: Denied Ops,2008-02-08,1,Pivotal Games,Square Enix,windows,0,Single-player,Action,Action;FPS;Singleplayer,0,89,103,0,0,50000-100000,3.99
8140,Tomb Raider: Underworld,2008-11-21,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,1779,594,313,565,500000-1000000,6.99
8170,Battlestations Pacific,2009-05-13,1,Eidos Studio Hungary,Square Enix,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Strategy,World War II;Strategy;Action,0,1028,542,132,132,200000-500000,6.99
8190,Just Cause 2,2010-03-23,1,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Open World;Action;Sandbox,50,33636,3231,519,272,2000000-5000000,9.99
9350,Supreme Commander,2011-09-28,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi,0,1065,162,306,306,1000000-2000000,8.99
9420,Supreme Commander: Forged Alliance,2011-09-28,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi,0,4969,174,803,1067,1000000-2000000,8.99
23300,Yosumin!™,2009-05-26,1,Square Enix,Square Enix,windows,0,Single-player,Casual,Casual;Puzzle,0,102,64,0,0,100000-200000,3.99
23380,Gyromancer,2009-11-18,1,"Square Enix;PopCap Games, Inc.",Square Enix,windows,0,Single-player,RPG,RPG;Puzzle;Match 3,0,124,113,73,73,100000-200000,3.99
28000,Kane & Lynch 2: Dog Days,2010-08-17,1,IO Interactive,Square Enix,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,Action,Action;Co-op;Third-Person Shooter,59,2822,1919,282,301,500000-1000000,7.99
34600,Order of War™,2009-09-17,1,Wargaming.net,Square Enix,windows,0,Single-player,Strategy,Strategy;World War II;RTS,0,270,98,319,589,200000-500000,5.99
35000,Mini Ninjas,2009-09-14,1,IO Interactive,Square Enix,windows,0,Single-player,Action;Adventure,Adventure;Action;Ninja,0,1612,270,27,53,200000-500000,7.99
35070,Flora's Fruit Farm,2009-10-01,1,Honeyslug,Square Enix,windows,0,Single-player,Casual,Casual;Agriculture,0,58,28,0,0,50000-100000,2.99
35130,Lara Croft and the Guardian of Light,2010-09-28,1,Crystal Dynamics,Square Enix,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Adventure;Co-op,12,2506,237,42,57,500000-1000000,7.99
39110,SEASON OF MYSTERY: The Cherry Blossom Murders,2010-02-03,1,SQUARE ENIX,Square Enix,windows,0,Single-player;Steam Achievements,Casual,Casual;Hidden Object;Adventure,15,156,44,0,0,50000-100000,2.99
39140,FINAL FANTASY VII,2013-07-04,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Partial Controller Support,RPG,JRPG;RPG;Classic,36,11722,878,2443,2805,1000000-2000000,9.99
39150,FINAL FANTASY VIII,2013-12-05,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Classic,45,5323,682,2145,2470,500000-1000000,9.99
39190,Dungeon Siege,2011-04-05,1,Gas Powered Games,Square Enix,windows,0,Single-player,RPG,RPG;Fantasy;Action RPG,0,1179,397,228,347,200000-500000,4.99
39200,Dungeon Siege II,2005-08-16,1,Gas Powered Games,Square Enix,windows,0,Single-player,RPG,RPG;Fantasy;Action RPG,0,813,343,754,1502,500000-1000000,4.99
39210,FINAL FANTASY XIV Online,2014-02-18,1,Square Enix,Square Enix,windows,16,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Massively Multiplayer;RPG,MMORPG;Massively Multiplayer;RPG,0,9808,2107,28897,9324,1000000-2000000,9.99
40100,Supreme Commander 2,2010-03-01,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,47,5336,903,1834,2894,1000000-2000000,8.99
43000,Front Mission Evolved,2010-10-07,1,Double Helix Games,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Mechs;Action;Shooter,27,481,310,312,312,200000-500000,7.99
200010,Quantum Conundrum,2012-06-21,1,Airtight Games,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy,Puzzle;First-Person;Comedy,25,1224,225,162,220,200000-500000,6.99
202370,Scary Girl,2012-04-09,1,TikGames,Square Enix,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;Platformer;Female Protagonist,12,36,24,31,31,0-20000,4.99
211600,Thief™ Gold,2012-05-22,1,Looking Glass Studios,Square Enix,windows,0,Single-player,Action;Simulation,Stealth;Classic;First-Person,0,1649,148,230,325,500000-1000000,4.99
211740,Thief™ II: The Metal Age,2012-05-22,1,Looking Glass Studios,Square Enix,windows,0,Single-player,Action;Simulation,Stealth;Classic;Steampunk,0,845,51,1584,1584,200000-500000,4.99
211780,Conflict Desert Storm™,2012-05-28,1,Pivotal Games,Square Enix,windows,0,Single-player,Action,Action;Tactical;Third-Person Shooter,0,376,93,0,0,50000-100000,4.99
224300,Legacy of Kain: Defiance,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Action;Adventure;Story Rich,0,429,61,522,81,200000-500000,4.99
224920,Legacy of Kain: Soul Reaver,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Adventure;Action;Vampire,0,798,302,77,128,200000-500000,4.99
224940,Legacy of Kain: Soul Reaver 2,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Adventure;Action;Story Rich,0,288,107,50,93,200000-500000,4.99
224960,Tomb Raider I,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Classic,0,1700,374,25,29,500000-1000000,4.99
224980,Tomb Raider IV: The Last Revelation,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,422,64,20,20,500000-1000000,4.99
225000,Tomb Raider V: Chronicles,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,232,77,10,10,500000-1000000,4.99
225020,Tomb Raider VI: The Angel of Darkness,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action,Action;Adventure;Lara Croft,0,349,262,1995,1995,500000-1000000,4.99
225300,Tomb Raider II,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,805,115,3,3,500000-1000000,4.99
225320,Tomb Raider III,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,468,97,34,34,500000-1000000,4.99
225540,Just Cause™ 3,2015-11-30,1,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure,Open World;Action;Destruction,66,37747,14024,2086,438,2000000-5000000,11.99
233290,Murdered: Soul Suspect,2014-06-05,1,Airtight Games,Square Enix,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,Detective;Adventure;Horror,48,8658,1647,282,343,500000-1000000,19.99
239120,FINAL FANTASY III,2014-05-27,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Turn-Based,18,1029,250,138,138,200000-500000,10.99
243000,Omikron: The Nomad Soul,2013-09-26,1,Quantic Dream,Square Enix,windows,16,Single-player,RPG,RPG;Cyberpunk;Great Soundtrack,0,234,97,0,0,100000-200000,6.99
258180,Deus Ex: The Fall,2014-03-17,1,Square Enix,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,Cyberpunk;RPG;Action,28,990,2101,81,81,500000-1000000,7.99
259080,Just Cause 2: Multiplayer Mod,2013-12-16,1,Avalanche Studios,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Adventure,Open World;Multiplayer;Action,20,12261,1099,431,223,1000000-2000000,0
289690,LARA CROFT AND THE TEMPLE OF OSIRIS™,2014-12-08,1,Crystal Dynamics,Square Enix,windows,12,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure,Adventure;Co-op;Action,40,696,538,38,70,200000-500000,14.99
292120,FINAL FANTASY® XIII,2014-10-09,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Linear;RPG,35,7016,2769,1497,1797,500000-1000000,10.99
292140,FINAL FANTASY® XIII-2,2014-12-11,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Fantasy,31,1843,1199,713,1409,200000-500000,12.99
308060,Black The Fall,2017-07-11,1,Sand Sailor Studio,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,14,623,190,121,147,100000-200000,10.99
312750,FINAL FANTASY IV,2014-09-17,1,Square Enix;DotEmu SAS.,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Fantasy,58,877,183,1818,1818,100000-200000,10.99
